iso_code,date,new_cases,total_cases,new_deaths
USA,2022-05-22,13363.0,83406725.0,47.0
USA,2022-05-23,149051.0,83555776.0,245.0
USA,2022-05-24,83868.0,83639644.0,343.0
USA,2022-05-25,210762.0,83850406.0,1087.0
USA,2022-05-26,135317.0,83985723.0,356.0
USA,2022-05-27,108005.0,84093728.0,532.0
USA,2022-05-28,14198.0,84107926.0,39.0
USA,2022-05-29,7058.0,84114984.0,17.0
USA,2022-05-30,62460.0,84177444.0,42.0
USA,2022-05-31,167337.0,84344781.0,367.0
USA,2022-06-01,228956.0,84573737.0,677.0
USA,2022-06-02,122128.0,84695865.0,327.0
USA,2022-06-03,156994.0,84852859.0,400.0
USA,2022-06-04,28051.0,84880910.0,156.0
USA,2022-06-05,16283.0,84897193.0,34.0
USA,2022-06-06,159744.0,85056937.0,284.0
USA,2022-06-07,86881.0,85143818.0,475.0
USA,2022-06-08,198919.0,85342737.0,1198.0
USA,2022-06-09,131628.0,85474365.0,297.0
USA,2022-06-10,106206.0,85580571.0,367.0
USA,2022-06-11,35233.0,85615804.0,109.0
USA,2022-06-12,17761.0,85633565.0,29.0
USA,2022-06-13,151751.0,85785316.0,291.0
USA,2022-06-14,90192.0,85875508.0,364.0
USA,2022-06-15,185161.0,86060669.0,708.0
USA,2022-06-16,129738.0,86190407.0,443.0
USA,2022-06-17,138843.0,86329250.0,319.0
USA,2022-06-18,17689.0,86346939.0,41.0
USA,2022-06-19,18063.0,86365002.0,54.0
USA,2022-06-20,96014.0,86461016.0,95.0
USA,2022-06-21,111378.0,86572394.0,456.0
USA,2022-06-22,185666.0,86758060.0,855.0
USA,2022-06-23,138398.0,86896458.0,381.0
USA,2022-06-24,117166.0,87013624.0,446.0
USA,2022-06-25,40907.0,87054531.0,149.0
USA,2022-06-26,22281.0,87076812.0,21.0
USA,2022-06-27,160239.0,87237051.0,299.0
USA,2022-06-28,97893.0,87334944.0,576.0
USA,2022-06-29,190271.0,87525215.0,727.0
USA,2022-06-30,167430.0,87692645.0,0.0
USA,2022-07-01,156851.0,87849496.0,502.0
USA,2022-07-02,20339.0,87869835.0,45.0
USA,2022-07-03,8444.0,87878279.0,7.0
USA,2022-07-04,76282.0,87954561.0,79.0
USA,2022-07-05,141902.0,88096463.0,462.0
USA,2022-07-06,200733.0,88297196.0,768.0
USA,2022-07-07,138834.0,88436030.0,1073.0
USA,2022-07-08,137726.0,88573756.0,531.0
USA,2022-07-09,28984.0,88602740.0,49.0
USA,2022-07-10,24527.0,88627267.0,31.0
USA,2022-07-11,201282.0,88828549.0,470.0
USA,2022-07-12,148234.0,88976783.0,566.0
USA,2022-07-13,204671.0,89181454.0,976.0
USA,2022-07-14,175156.0,89356610.0,374.0
USA,2022-07-15,153178.0,89509788.0,510.0
USA,2022-07-16,39196.0,89548984.0,53.0
USA,2022-07-17,29601.0,89578585.0,54.0
USA,2022-07-18,165272.0,89743857.0,441.0
USA,2022-07-19,117279.0,89861136.0,632.0
USA,2022-07-20,216745.0,90077881.0,902.0
USA,2022-07-21,175452.0,90253333.0,497.0
USA,2022-07-22,131393.0,90384726.0,581.0
USA,2022-07-23,26330.0,90411056.0,71.0
USA,2022-07-24,23251.0,90434307.0,31.0
USA,2022-07-25,189952.0,90624259.0,426.0
USA,2022-07-26,132214.0,90756473.0,550.0
USA,2022-07-27,240128.0,90996601.0,955.0
USA,2022-07-28,177048.0,91173649.0,402.0
USA,2022-07-29,159242.0,91332891.0,625.0
USA,2022-07-30,16014.0,91348905.0,31.0
USA,2022-07-31,12996.0,91361901.0,13.0
USA,2022-08-01,170167.0,91532068.0,574.0
USA,2022-08-02,90973.0,91623041.0,510.0
USA,2022-08-03,200705.0,91823746.0,1096.0
USA,2022-08-04,187118.0,92010864.0,621.0
USA,2022-08-05,106027.0,92116891.0,717.0
USA,2022-08-06,14979.0,92131870.0,41.0
USA,2022-08-07,12601.0,92144471.0,31.0
USA,2022-08-08,155667.0,92300138.0,501.0
USA,2022-08-09,99808.0,92399946.0,645.0
USA,2022-08-10,196519.0,92596465.0,946.0
USA,2022-08-11,162712.0,92759177.0,556.0
USA,2022-08-12,96735.0,92855912.0,657.0
USA,2022-08-13,83668.0,92939580.0,46.0
USA,2022-08-14,9742.0,92949322.0,16.0
USA,2022-08-15,123142.0,93072464.0,470.0
USA,2022-08-16,91879.0,93164343.0,511.0
USA,2022-08-17,137022.0,93301365.0,1109.0
USA,2022-08-18,149001.0,93450366.0,608.0
USA,2022-08-19,77636.0,93528002.0,590.0
USA,2022-08-20,11054.0,93539056.0,44.0
USA,2022-08-21,9785.0,93548841.0,788.0
USA,2022-08-22,129194.0,93678035.0,0.0
USA,2022-08-23,99340.0,93777375.0,617.0
USA,2022-08-24,151872.0,93929247.0,965.0
USA,2022-08-25,139527.0,94068774.0,615.0
USA,2022-08-26,120680.0,94189454.0,704.0
USA,2022-08-27,11760.0,94201214.0,38.0
USA,2022-08-28,8428.0,94209642.0,18.0
USA,2022-08-29,106215.0,94315857.0,482.0
USA,2022-08-30,75770.0,94391627.0,404.0
USA,2022-08-31,154515.0,94546142.0,1526.0
USA,2022-09-01,130613.0,94676755.0,681.0
USA,2022-09-02,64681.0,94741436.0,480.0
USA,2022-09-03,11386.0,94752822.0,36.0
USA,2022-09-04,7420.0,94760242.0,14.0
USA,2022-09-05,33598.0,94793840.0,89.0
USA,2022-09-06,112691.0,94906531.0,606.0
USA,2022-09-07,124041.0,95030572.0,803.0
USA,2022-09-08,107121.0,95137693.0,688.0
USA,2022-09-09,100811.0,95238504.0,547.0
USA,2022-09-10,10117.0,95248621.0,38.0
USA,2022-09-11,8985.0,95257606.0,20.0
USA,2022-09-12,69522.0,95327128.0,461.0
USA,2022-09-13,79724.0,95406852.0,519.0
USA,2022-09-14,103658.0,95510510.0,971.0
USA,2022-09-15,83363.0,95593873.0,671.0
USA,2022-09-16,56241.0,95650114.0,432.0
USA,2022-09-17,8534.0,95658648.0,34.0
USA,2022-09-18,5459.0,95664107.0,22.0
USA,2022-09-19,55797.0,95719904.0,397.0
USA,2022-09-20,69291.0,95789195.0,439.0
USA,2022-09-21,98437.0,95887632.0,992.0
USA,2022-09-22,80990.0,95968622.0,662.0
USA,2022-09-23,83298.0,96051920.0,425.0
USA,2022-09-24,9723.0,96061643.0,52.0
USA,2022-09-25,6710.0,96068353.0,18.0
USA,2022-09-26,45592.0,96113945.0,369.0
USA,2022-09-27,61013.0,96174958.0,448.0
USA,2022-09-28,86838.0,96261796.0,1303.0
USA,2022-09-29,84368.0,96346164.0,693.0
USA,2022-09-30,33399.0,96379563.0,317.0
USA,2022-10-01,7894.0,96387457.0,35.0
USA,2022-10-02,5757.0,96393214.0,15.0
USA,2022-10-03,41284.0,96434498.0,292.0
USA,2022-10-04,55196.0,96489694.0,504.0
USA,2022-10-05,71251.0,96560945.0,1064.0
USA,2022-10-06,60740.0,96621685.0,582.0
USA,2022-10-07,58202.0,96679887.0,400.0
USA,2022-10-08,7711.0,96687598.0,50.0
USA,2022-10-09,5512.0,96693110.0,8.0
USA,2022-10-10,22915.0,96716025.0,133.0
USA,2022-10-11,60675.0,96776700.0,608.0
USA,2022-10-12,64602.0,96841302.0,767.0
USA,2022-10-13,63340.0,96904642.0,656.0
USA,2022-10-14,26900.0,96931542.0,260.0
USA,2022-10-15,5969.0,96937511.0,38.0
USA,2022-10-16,6672.0,96944183.0,6.0
USA,2022-10-17,38755.0,96982938.0,328.0
USA,2022-10-18,43486.0,97026424.0,433.0
USA,2022-10-19,61315.0,97087739.0,755.0
USA,2022-10-20,57117.0,97144856.0,556.0
USA,2022-10-21,45913.0,97190769.0,576.0
USA,2022-10-22,5357.0,97196126.0,18.0
USA,2022-10-23,8477.0,97204603.0,7.0
USA,2022-10-24,39124.0,97243727.0,203.0
USA,2022-10-25,43559.0,97287286.0,427.0
USA,2022-10-26,71439.0,97358725.0,1126.0
USA,2022-10-27,59019.0,97417744.0,547.0
USA,2022-10-28,30144.0,97447888.0,180.0
USA,2022-10-29,8973.0,97456861.0,30.0
USA,2022-10-30,3150.0,97460011.0,2.0
USA,2022-10-31,43008.0,97503019.0,123.0
USA,2022-11-01,47331.0,97550350.0,399.0
USA,2022-11-02,72538.0,97622888.0,742.0
USA,2022-11-03,69162.0,97692050.0,573.0
USA,2022-11-04,37603.0,97729653.0,339.0
USA,2022-11-05,4608.0,97734261.0,21.0
USA,2022-11-06,7503.0,97741764.0,12.0
USA,2022-11-07,38418.0,97780182.0,130.0
USA,2022-11-08,17379.0,97797561.0,197.0
