Date	Open	High	Low	Close*	Adj Close**	Volume
Mar 03, 2017	1,320.38	1,322.02	1,317.17	1,321.61	1,321.61	-
Mar 02, 2017	1,328.94	1,328.94	1,319.84	1,320.69	1,320.69	-
Mar 01, 2017	1,312.45	1,331.57	1,312.45	1,328.97	1,328.97	-
Feb 28, 2017	1,315.45	1,315.45	1,309.13	1,311.34	1,311.34	-
Feb 27, 2017	1,313.26	1,316.29	1,310.51	1,315.49	1,315.49	-
Feb 24, 2017	1,311.33	1,313.54	1,305.33	1,313.54	1,313.54	-
Feb 23, 2017	1,312.18	1,314.63	1,306.92	1,311.56	1,311.56	-
Feb 22, 2017	1,313.32	1,313.32	1,309.68	1,311.74	1,311.74	-
Feb 21, 2017	1,305.49	1,314.14	1,305.49	1,313.48	1,313.48	-
Feb 17, 2017	1,302.80	1,305.46	1,298.96	1,305.46	1,305.46	-
Feb 16, 2017	1,304.85	1,305.85	1,298.72	1,303.24	1,303.24	-
Feb 15, 2017	1,298.29	1,305.61	1,296.92	1,304.50	1,304.50	-
Feb 14, 2017	1,292.94	1,298.21	1,289.95	1,298.21	1,298.21	-
Feb 13, 2017	1,287.19	1,294.98	1,287.19	1,293.11	1,293.11	-
Feb 10, 2017	1,282.30	1,288.28	1,282.30	1,286.62	1,286.62	-
Feb 09, 2017	1,274.68	1,283.66	1,274.68	1,282.04	1,282.04	-
Feb 08, 2017	1,272.94	1,274.94	1,268.87	1,274.35	1,274.35	-
Feb 07, 2017	1,273.57	1,277.10	1,271.80	1,273.34	1,273.34	-
Feb 06, 2017	1,275.98	1,275.98	1,271.12	1,273.35	1,273.35	-
Feb 03, 2017	1,266.53	1,276.51	1,266.53	1,276.05	1,276.05	-
Feb 02, 2017	1,265.07	1,268.06	1,261.25	1,266.42	1,266.42	-
Feb 01, 2017	1,267.40	1,271.32	1,261.67	1,265.46	1,265.46	-
Jan 31, 2017	1,265.32	1,265.52	1,258.74	1,265.35	1,265.35	-
Jan 30, 2017	1,272.88	1,272.88	1,258.35	1,265.82	1,265.82	-
Jan 27, 2017	1,275.62	1,277.07	1,272.11	1,273.78	1,273.78	-
Jan 26, 2017	1,276.30	1,277.98	1,273.94	1,275.30	1,275.30	-
Jan 25, 2017	1,267.31	1,277.04	1,267.31	1,276.40	1,276.40	-
Jan 24, 2017	1,257.63	1,268.68	1,257.63	1,266.45	1,266.45	-
Jan 23, 2017	1,260.52	1,260.94	1,252.88	1,257.46	1,257.46	-
Jan 20, 2017	1,257.58	1,263.80	1,257.37	1,260.70	1,260.70	-
Jan 19, 2017	1,261.24	1,262.76	1,253.61	1,256.60	1,256.60	-
Jan 18, 2017	1,258.78	1,261.31	1,256.37	1,261.27	1,261.27	-
Jan 17, 2017	1,262.71	1,262.71	1,255.94	1,258.65	1,258.65	-
Jan 13, 2017	1,260.14	1,265.13	1,260.14	1,262.95	1,262.95	-
Jan 12, 2017	1,262.89	1,262.89	1,251.08	1,260.18	1,260.18	-
Jan 11, 2017	1,259.49	1,262.99	1,255.28	1,262.99	1,262.99	-
Jan 10, 2017	1,258.94	1,264.91	1,257.38	1,259.52	1,259.52	-
Jan 09, 2017	1,263.40	1,263.40	1,258.88	1,258.88	1,258.88	-
Jan 06, 2017	1,259.50	1,266.36	1,256.82	1,263.48	1,263.48	-
Jan 05, 2017	1,260.72	1,261.12	1,254.54	1,259.32	1,259.32	-
Jan 04, 2017	1,252.43	1,261.83	1,252.43	1,260.75	1,260.75	-
